Test Sponsor,System Name,Paralled,Base Threads,Enabled Cores,Enabled Chips,Threads/Core,Base Results,Peak Results
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6258R, 2.70GHz)",Yes,56,56,2,1,154   ,155   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4214R, 2.40GHz)",Yes,24,24,2,1,97.9 ,98.5 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6226R, 2.90GHz)",Yes,32,32,2,1,132   ,132   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3206R, 1.90GHz)",Yes,16,16,2,1,57.2 ,57.8 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240R, 2.40GHz)",Yes,48,48,2,1,149   ,150   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5220R, 2.20GHz)",Yes,48,48,2,1,141   ,142   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4214R, 2.40GHz)",Yes,24,24,2,1,99.4 ,100   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4210R, 2.40GHz)",Yes,20,20,2,1,84.9 ,85.4 
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5218R, 2.10GHz)",Yes,40,40,2,1,127   ,128   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6226R, 2.90GHz)",Yes,32,32,2,1,135   ,135   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6230R, 2.10GHz)",Yes,52,52,2,1,145   ,145   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6246R, 3.40GHz)",Yes,32,32,2,1,145   ,146   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6242R, 3.10GHz)",Yes,40,40,2,1,150   ,Not Run
Cisco Systems,Cisco UCS C245 M6 (AMD EPYC 7763 64-Core Processor),Yes,64,64,1,1,174   ,Not Run
Cisco Systems,Cisco UCS C245 M6 (AMD EPYC 7763 64-Core Processor),Yes,128,128,2,1,262   ,Not Run
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6346, 3.10GHz)",Yes,32,32,2,1,177   ,Not Run
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6348, 2.60GHz)",Yes,56,56,2,1,205   ,205   
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Silver 4314, 2.40GHz)",Yes,32,32,2,1,150   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8368Q, 2.60GHz)",Yes,76,76,2,1,228   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4316, 2.30GHz)",Yes,40,40,2,1,158   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5320, 2.20GHz)",Yes,52,52,2,1,181   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6346, 3.10GHz)",Yes,32,32,2,1,176   ,Not Run
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8358P, 2.60GHz)",Yes,64,64,2,1,220   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6336Y, 2.40GHz)",Yes,48,48,2,1,189   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4310, 2.10GHz)",Yes,24,24,2,1,120   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4314, 2.40GHz)",Yes,32,32,2,1,149   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5317, 3.00GHz)",Yes,24,24,2,1,135   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6336Y, 2.40GHz)",Yes,48,48,2,1,187   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8358, 2.60GHz)",Yes,64,64,2,1,220   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8368Q, 2.60GHz)",Yes,76,76,2,1,229   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Silver 4310, 2.10GHz)",Yes,24,24,2,1,120   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8352Y, 2.20GHz)",Yes,64,64,2,1,210   ,Not Run
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5318S, 2.10GHz)",Yes,48,48,2,1,172   ,173   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4314, 2.40GHz)",Yes,32,32,2,1,151   ,151   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6342, 2.80GHz)",Yes,48,48,2,1,196   ,197   
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4309Y, 2.80GHz)",Yes,16,16,2,1,101   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5318N, 2.10GHz)",Yes,48,48,2,1,169   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5318S, 2.10GHz)",Yes,48,48,2,1,174   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5318Y, 2.10GHz)",Yes,48,48,2,1,171   ,172   
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5320T, 2.30GHz)",Yes,40,40,2,1,162   ,163   
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6330N, 2.20GHz)",Yes,56,56,2,1,173   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6338N, 2.20GHz)",Yes,64,64,2,1,193   ,193   
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6338T, 2.10GHz)",Yes,48,48,2,1,179   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6348, 2.60GHz)",Yes,56,56,2,1,200   ,Not Run
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4316, 2.30GHz)",Yes,40,40,2,1,155   ,156   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4310, 2.10GHz)",Yes,24,24,2,1,118   ,118   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5317, 3.00GHz)",Yes,24,24,2,1,137   ,137   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4309Y, 2.80GHz)",Yes,16,16,2,1,102   ,102   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5320, 2.20GHz)",Yes,52,52,2,1,180   ,Not Run
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6326, 2.90GHz)",Yes,32,32,2,1,165   ,166   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6334, 3.60GHz)",Yes,16,16,2,1,112   ,112   
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5318Y, 2.10GHz)",Yes,48,48,2,1,173   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6338, 2.00GHz)",Yes,64,64,2,1,205   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8351N, 2.40GHz)",Yes,36,36,1,1,136   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8352S, 2.20GHz)",Yes,64,64,2,1,210   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6338N, 2.20GHz)",Yes,64,64,2,1,196   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Silver 4309Y, 2.80GHz)",Yes,16,16,2,1,103   ,Not Run
Cisco Systems,"Cisco UCS C225 M6 (AMD EPYC 7763 64-Core, Processor)",Yes,128,128,2,1,253   ,264   
Cisco Systems,"Cisco UCS C225 M6 (AMD EPYC 7713 64-Core, Processor)",Yes,128,128,2,2,247   ,255   
Cisco Systems,"Cisco UCS C225 M6 (AMD EPYC 7713 64-Core, Processor)",Yes,64,64,1,2,164   ,167   
Cisco Systems,Cisco UCS C225 M6 (AMD EPYC 7413 64-Core Processor),Yes,48,48,2,2,196   ,203   
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Silver 4310T, 2.30GHz)",Yes,20,20,2,1,108   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 5315Y, 3.20GHz)",Yes,16,16,2,1,109   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6312U, 2.40GHz)",Yes,24,24,1,1,119   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6314U, 2.30GHz)",Yes,32,32,1,1,137   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8351N, 2.40GHz)",Yes,36,36,1,1,132   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8352S, 2.20GHz)",Yes,64,64,2,1,209   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8352Y, 2.20GHz)",Yes,64,64,2,1,209   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8358P, 2.60GHz)",Yes,64,64,2,1,218   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6330N, 2.20GHz)",Yes,56,56,2,1,174   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5318S, 2.10GHz)",Yes,48,48,2,1,172   ,173   
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Silver 4310T, 2.30GHz)",Yes,20,20,2,1,109   ,109   
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 6338T, 2.10GHz)",Yes,48,48,2,1,180   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5315Y, 3.20GHz)",Yes,16,16,2,1,106   ,106   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5318N, 2.10GHz)",Yes,48,48,2,1,169   ,Not Run
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5320T, 2.30GHz)",Yes,40,40,2,1,164   ,165   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Silver 4310T, 2.30GHz)",Yes,20,20,2,1,108   ,Not Run
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8352Y, 2.20GHz)",Yes,64,64,2,1,210   ,210   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8352V, 2.10GHz)",Yes,72,72,2,1,199   ,199   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 5315Y, 3.20GHz)",Yes,16,16,2,1,106   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8352V, 2.10GHz)",Yes,72,72,2,1,197   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Gold 6354, 3.00GHz)",Yes,36,36,2,1,178   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8360Y, 2.40GHz)",Yes,72,72,2,1,216   ,Not Run
Cisco Systems,"Cisco UCS B200 M6 (Intel Xeon Platinum 8380, 2.30GHz)",Yes,80,80,2,1,230   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8352V, 2.10GHz)",Yes,72,72,2,1,200   ,200   
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8368, 2.40GHz)",Yes,76,76,2,1,229   ,229   
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Platinum 8380, 2.30GHz)",Yes,80,80,2,1,231   ,231   
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5318N, 2.10GHz)",Yes,48,48,2,1,170   ,Not Run
Cisco Systems,"Cisco UCS C240 M6 (Intel Xeon Gold 5320T, 2.30GHz)",Yes,40,40,2,1,165   ,166   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8380, 2.30GHz)",Yes,80,80,2,1,230   ,Not Run
Cisco Systems,Cisco UCS C225 M6 (AMD EPYC 7663 56-Core Processor),Yes,112,112,2,1,246   ,253   
Cisco Systems,Cisco UCS C225 M6 (AMD EPYC 7643 48-Core Processor),Yes,96,96,2,2,236   ,245   
Cisco Systems,Cisco UCS C225 M6 (AMD EPYC 75F3 32-Core Processor),Yes,64,64,2,1,237   ,244   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6314U, 2.30GHz)",Yes,32,32,1,1,139   ,139   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6312U, 2.40GHz)",Yes,24,24,1,1,121   ,122   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6338, 2.00GHz)",Yes,64,64,2,1,205   ,205   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8351N, 2.40GHz)",Yes,36,36,1,1,135   ,136   
Cisco Systems,"Cisco UCS C245 M6 (AMD EPYC 7352 24-Core, Processor)",Yes,48,48,2,1,156   ,159   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8368Q, 2.60GHz)",Yes,76,76,2,1,232   ,232   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8358, 2.60GHz)",Yes,64,64,2,1,224   ,Not Run
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Gold 6354, 3.00GHz)",Yes,36,36,2,1,180   ,181   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8360Y, 2.40GHz)",Yes,72,72,2,1,220   ,220   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8352S, 2.20GHz)",Yes,64,64,2,1,210   ,210   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8358P, 2.60GHz)",Yes,64,64,2,1,220   ,220   
Cisco Systems,"Cisco UCS C220 M6 (Intel Xeon Platinum 8368, 2.40GHz)",Yes,76,76,2,1,230   ,230   
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Silver 4310, 2.10GHz)",Yes,24,24,2,1,119   ,120   
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Silver 4314, 2.40GHz)",Yes,32,32,2,1,151   ,152   
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Silver 4316, 2.30GHz)",Yes,40,40,2,1,159   ,160   
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Gold 5320, 2.20GHz)",Yes,52,52,2,1,182   ,182   
Cisco Systems,"Cisco UCS X210c M6 (Intel Xeon Gold 6326, 2.90GHz)",Yes,32,32,2,1,169   ,169   
